user,uid,bin,seconds,share,domain,category
354471f893df6b8e,12789,3057,39,0.65,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12789,3058,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12789,3059,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12789,3060,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12789,3061,41,0.6833333333333333,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12795,3062,39,0.65,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12795,3063,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12795,3064,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12795,3065,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12795,3066,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12795,3067,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12795,3068,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12795,3069,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12795,3070,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12795,3071,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12784,3072,39,0.65,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12784,3073,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12784,3074,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12784,3075,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12784,3076,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12791,3077,39,0.65,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12791,3078,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12791,3079,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12791,3080,27,0.45,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12786,3081,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12785,3082,39,0.65,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12785,3083,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12785,3084,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12785,3085,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12785,3086,39,0.65,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12782,3087,27,0.45,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12782,3088,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12782,3089,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12782,3090,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12782,3091,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12788,3092,39,0.65,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12788,3093,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12788,3094,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12788,3095,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12788,3096,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12788,3097,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12788,3098,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12788,3099,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12788,3100,57,0.95,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12796,3104,57,0.95,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12796,3105,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12796,3106,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12796,3107,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12796,3108,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12796,3109,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12796,3110,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12796,3111,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12796,3112,34,0.5666666666666667,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12790,3113,22,0.36666666666666664,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12790,3114,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12790,3115,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12790,3116,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12790,3117,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12790,3118,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12790,3119,0,0.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,2713,3120,12,0.2,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2711,3121,32,0.5333333333333333,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2711,3122,60,1.0,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2711,3123,60,1.0,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2711,3124,37,0.6166666666666667,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2715,3126,18,0.3,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2714,3127,19,0.31666666666666665,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,16609,4529,22,0.36666666666666664,5f44d8dc178e62ee,b4da587bd53c2798
354471f893df6b8e,2860,4530,29,0.48333333333333334,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,16610,4531,53,0.8833333333333333,e70e415e85b06302,f21ee6c6a2748f30
354471f893df6b8e,12928,4532,45,0.75,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12926,4533,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12926,4534,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12926,4535,20,0.3333333333333333,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12931,4536,59,0.9833333333333333,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12931,4537,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12931,4538,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12931,4539,20,0.3333333333333333,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12930,4541,37,0.6166666666666667,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12930,4542,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12930,4543,60,1.0,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12930,4544,40,0.6666666666666666,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,2865,4545,60,1.0,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2851,4546,40,0.6666666666666666,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2869,4547,18,0.3,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2857,4548,53,0.8833333333333333,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,3775,4549,42,0.7,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3776,4550,49,0.8166666666666667,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3776,4551,60,1.0,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3776,4552,11,0.18333333333333332,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3768,4555,15,0.25,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3768,4556,60,1.0,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3768,4557,51,0.85,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3767,4560,12,0.2,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,16612,4561,13,0.21666666666666667,be4e881f2faed88d,d2d50a76eb851a63
354471f893df6b8e,16612,4562,58,0.9666666666666667,be4e881f2faed88d,d2d50a76eb851a63
354471f893df6b8e,16611,4563,21,0.35,be4e881f2faed88d,d2d50a76eb851a63
354471f893df6b8e,3774,4565,8,0.13333333333333333,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3780,4567,14,0.23333333333333334,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3773,4578,16,0.26666666666666666,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3779,4579,11,0.18333333333333332,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,4167,4580,42,0.7,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,4163,4581,39,0.65,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,4169,4582,35,0.5833333333333334,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,8275,4583,14,0.23333333333333334,9a0932b0bb735a84,05175ca42d439154
354471f893df6b8e,8274,4584,34,0.5666666666666667,9a0932b0bb735a84,05175ca42d439154
354471f893df6b8e,3772,4585,21,0.35,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,12933,4586,37,0.6166666666666667,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,12933,4587,56,0.9333333333333333,d544e57fff1938ca,4666a5ef3fd7fce2
354471f893df6b8e,2873,5462,14,0.23333333333333334,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,16613,5486,6,0.1,038a640ddc54c75f,234f5b297d040799
354471f893df6b8e,3692,5917,22,0.36666666666666664,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3697,5918,60,1.0,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3697,5919,44,0.7333333333333333,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3648,5920,60,1.0,6e197848296b2f4d,05175ca42d439154
354471f893df6b8e,3698,5921,14,0.23333333333333334,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3695,5922,34,0.5666666666666667,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3703,5925,52,0.8666666666666667,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3878,5926,36,0.6,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,3878,5927,60,1.0,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,3889,5928,40,0.6666666666666666,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,3888,5929,26,0.43333333333333335,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,3886,5930,50,0.8333333333333334,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,3885,5931,38,0.6333333333333333,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,3882,5932,16,0.26666666666666666,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,4560,5933,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4560,5934,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4560,5935,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4560,5936,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4560,5937,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4560,5938,13,0.21666666666666667,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4561,5948,51,0.85,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4561,5949,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4561,5950,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4561,5951,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4561,5952,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4561,5953,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4561,5954,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4561,5955,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5956,49,0.8166666666666667,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5957,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5958,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5959,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5960,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5961,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5962,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5963,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5964,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5965,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5966,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5967,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5968,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5969,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5970,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5971,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5972,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5973,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5974,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5975,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4558,5976,11,0.18333333333333332,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,2397,7268,30,0.5,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2396,7269,20,0.3333333333333333,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2398,7270,44,0.7333333333333333,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2398,7271,60,1.0,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2409,7272,26,0.43333333333333335,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2392,7273,26,0.43333333333333335,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2411,7274,14,0.23333333333333334,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2411,7275,20,0.3333333333333333,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2405,7276,60,1.0,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2385,7277,48,0.8,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2385,7278,60,1.0,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,2385,7279,56,0.9333333333333333,8f155e77c8af923f,05175ca42d439154
354471f893df6b8e,3898,7280,26,0.43333333333333335,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,3900,7281,31,0.5166666666666667,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,3900,7282,60,1.0,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,3900,7283,32,0.5333333333333333,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,3899,7284,20,0.3333333333333333,975af2aeb582ca21,05175ca42d439154
354471f893df6b8e,4562,7285,56,0.9333333333333333,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4562,7286,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4562,7287,48,0.8,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4564,7288,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4564,7289,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4564,7290,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4564,7291,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4564,7292,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4563,7293,37,0.6166666666666667,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4563,7294,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4563,7295,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4563,7296,60,1.0,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,4563,7297,21,0.35,3837f5e3ea677a7d,539ab0ba840e7c3c
354471f893df6b8e,3707,7298,60,1.0,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3707,7299,60,1.0,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,12370,7300,24,0.4,d90e69994602d55b,2dda54d9825f7a28
354471f893df6b8e,12367,7301,24,0.4,d90e69994602d55b,2dda54d9825f7a28
354471f893df6b8e,12365,7302,16,0.26666666666666666,d90e69994602d55b,2dda54d9825f7a28
354471f893df6b8e,12371,7306,30,0.5,d90e69994602d55b,2dda54d9825f7a28
354471f893df6b8e,10780,7307,10,0.16666666666666666,5ff45759b5f7a4ec,28129a435df1ebe9
354471f893df6b8e,10782,7308,36,0.6,5ff45759b5f7a4ec,28129a435df1ebe9
354471f893df6b8e,10786,7309,44,0.7333333333333333,5ff45759b5f7a4ec,28129a435df1ebe9
354471f893df6b8e,3708,7310,12,0.2,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3708,7311,60,1.0,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3708,7312,60,1.0,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3708,7313,60,1.0,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3708,7314,60,1.0,1ab5b1a785b0f697,05175ca42d439154
354471f893df6b8e,3708,7315,60,1.0,1ab5b1a785b0f697,05175ca42d439154
